Gene1,Gene2,Gene1_Description,Gene2_Description,Gene1_Pathways,Gene2_Pathways,Class,Relation
BMFS5,CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
BMFS5,MDA-6,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
BMFS5,P21,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
BMFS5,SDI1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
BMFS5,WAF1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
BMFS5,P21CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,CDKN1A,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,CAP20,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,CDKN1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,MDA-6,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,P21,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,SDI1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,WAF1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
LFS1,P21CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,CDKN1A,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,CAP20,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,CDKN1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,MDA-6,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,P21,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,SDI1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,WAF1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
P53,P21CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,CDKN1A,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,CAP20,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,CDKN1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,MDA-6,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,P21,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,SDI1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,WAF1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TRP53,P21CIP1,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Pancreatic_cancer,TP53 -[PP -/-]- CDKN1A
TP53,GADD45G,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TP53,CR6,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TP53,DDIT2,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TP53,GADD45GAMMA,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TP53,GRP17,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BCC7,GADD45G,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BCC7,CR6,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BCC7,DDIT2,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BCC7,GADD45GAMMA,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BCC7,GRP17,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BMFS5,GADD45G,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BMFS5,CR6,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BMFS5,DDIT2,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BMFS5,GADD45GAMMA,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
BMFS5,GRP17,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
LFS1,GADD45G,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
LFS1,CR6,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
LFS1,DDIT2,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
LFS1,GADD45GAMMA,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
LFS1,GRP17,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
P53,GADD45G,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
P53,CR6,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
P53,DDIT2,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
P53,GADD45GAMMA,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
P53,GRP17,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TRP53,GADD45G,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TRP53,CR6,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TRP53,DDIT2,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TRP53,GADD45GAMMA,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TRP53,GRP17,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Pancreatic_cancer,TP53 -[PP -/-]- GADD45G
TP53,BAX,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
TP53,BCL2L4,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
BCC7,BAX,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
BCC7,BCL2L4,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
BMFS5,BAX,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
BMFS5,BCL2L4,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
LFS1,BAX,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
LFS1,BCL2L4,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
P53,BAX,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
P53,BCL2L4,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
TRP53,BAX,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
TRP53,BCL2L4,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAX
TP53,BAK1,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
TP53,BAK,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
TP53,BAK-LIKE,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
TP53,BCL2L7,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
TP53,CDN1,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
BCC7,BAK1,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
BCC7,BAK,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
BCC7,BAK-LIKE,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
BCC7,BCL2L7,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
BCC7,CDN1,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Pancreatic_cancer,TP53 -[PP -/-]- BAK1
